,0
0,0.058349609375
1,0.1181640625
2,0.00885009765625
3,0.029052734375
4,0.2578125
5,0.177734375
6,0.1318359375
7,-0.22265625
8,0.055908203125
9,0.0140380859375
10,-0.228515625
11,0.302734375
12,-0.01416015625
13,0.09716796875
14,0.00885009765625
15,-0.0216064453125
16,0.1806640625
17,0.251953125
18,0.014404296875
19,-0.034423828125
20,0.138671875
21,0.0859375
22,0.0869140625
23,0.095703125
24,0.1318359375
25,-0.458984375
26,0.022216796875
27,0.169921875
28,0.296875
29,0.1376953125
30,0.08935546875
31,-0.02783203125
32,-0.03369140625
33,0.09375
34,0.25390625
35,-0.0244140625
36,0.2421875
37,0.03955078125
38,-0.017578125
39,0.06787109375
40,-0.05322265625
41,0.00778198242188
42,-0.11181640625
43,0.1689453125
44,-0.341796875
45,-0.408203125
46,-0.3125
47,0.037841796875
48,0.01220703125
49,0.2890625
50,0.119140625
51,-0.09130859375
52,-0.052001953125
53,0.150390625
54,-0.1376953125
55,0.0859375
56,-0.0109252929688
57,-0.2451171875
58,0.00564575195312
59,0.0654296875
60,0.06396484375
61,-0.271484375
62,-0.048583984375
63,0.032958984375
64,-0.259765625
65,-0.08837890625
66,-0.1279296875
67,0.1748046875
68,0.056640625
69,-0.07763671875
70,-0.0233154296875
71,-0.388671875
72,0.10791015625
73,0.17578125
74,0.027587890625
75,0.00759887695312
76,0.30859375
77,-0.0240478515625
78,0.177734375
79,0.1455078125
80,0.00123596191406
81,-0.1953125
82,0.06787109375
83,0.25
84,0.0625
85,-0.1083984375
86,-0.322265625
87,0.158203125
88,-0.000732421875
89,-0.16796875
90,0.0157470703125
91,-0.10693359375
92,0.09375
93,-0.00193023681641
94,-0.1640625
95,-0.11962890625
96,-0.1630859375
97,0.04541015625
98,-0.255859375
99,-0.1552734375
100,-0.005859375
101,0.15625
102,0.251953125
103,0.2138671875
104,0.10791015625
105,-0.2265625
106,0.1103515625
107,-0.0111694335938
108,0.08642578125
109,-0.09912109375
110,-0.036376953125
111,-0.1611328125
112,-0.193359375
113,0.30078125
114,0.09423828125
115,-0.2255859375
116,-0.1357421875
117,0.0595703125
118,0.2197265625
119,0.035888671875
120,-0.0250244140625
121,0.2080078125
122,-0.140625
123,0.3046875
124,0.02099609375
125,-0.17578125
126,0.166015625
127,-0.12158203125
128,0.263671875
129,-0.06591796875
130,0.486328125
131,0.032470703125
132,-0.10400390625
133,-0.294921875
134,-0.169921875
135,0.076171875
136,-0.107421875
137,1.47819519043e-05
138,0.1318359375
139,0.029296875
140,0.40234375
141,0.08251953125
142,-0.09228515625
143,0.06689453125
144,0.11767578125
145,-0.0174560546875
146,-0.0478515625
147,-0.062255859375
148,-0.0888671875
149,0.061279296875
150,0.0125732421875
151,0.037353515625
152,0.06689453125
153,-0.2236328125
154,-0.11474609375
155,-0.1826171875
156,-0.208984375
157,-0.056396484375
158,-0.361328125
159,-0.0849609375
160,-0.0537109375
161,-0.09619140625
162,0.271484375
163,0.040771484375
164,-0.0732421875
165,-0.1181640625
166,0.2314453125
167,-0.053466796875
168,0.1728515625
169,0.008056640625
170,0.000453948974609
171,-0.08349609375
172,-0.3515625
173,-0.06396484375
174,-0.08935546875
175,-0.0693359375
176,0.23046875
177,0.07177734375
178,0.06787109375
179,0.138671875
180,-0.201171875
181,-0.14453125
182,-0.318359375
183,-0.18359375
184,0.1787109375
185,0.029296875
186,-0.1376953125
187,-0.212890625
188,0.0252685546875
189,-0.3125
190,-0.06982421875
191,-0.04052734375
192,0.244140625
193,0.146484375
194,-0.0111694335938
195,-0.058349609375
196,0.169921875
197,0.10595703125
198,-0.1474609375
199,0.1572265625
200,0.158203125
201,-0.00300598144531
202,-0.1640625
203,-0.2490234375
204,0.1240234375
205,0.034912109375
206,-0.05029296875
207,-0.0673828125
208,-0.07666015625
209,0.2333984375
210,0.0101318359375
211,0.1845703125
212,0.2158203125
213,0.01513671875
214,-0.2265625
215,0.2197265625
216,-0.1416015625
217,-0.087890625
218,-0.018310546875
219,-0.0120849609375
220,-0.026611328125
221,0.11376953125
222,-0.0286865234375
223,0.31640625
224,0.0247802734375
225,-0.1064453125
226,-0.08544921875
227,-0.07763671875
228,-0.0131225585938
229,0.16015625
230,-0.04150390625
231,0.0131225585938
232,-0.1640625
233,0.03369140625
234,0.263671875
235,-0.10498046875
236,-0.25
237,-0.00811767578125
238,0.3125
239,-0.0908203125
240,-0.34375
241,-0.208984375
242,0.02001953125
243,-0.06591796875
244,-0.1337890625
245,0.302734375
246,-0.011962890625
247,-0.10546875
248,0.2890625
249,-0.126953125
250,0.10302734375
251,0.171875
252,-0.1865234375
253,0.111328125
254,0.197265625
255,-0.07421875
256,-0.038818359375
257,0.1923828125
258,0.20703125
259,-0.1103515625
260,-0.2451171875
261,-0.2294921875
262,-0.314453125
263,0.34765625
264,-0.2119140625
265,0.12353515625
266,-0.06884765625
267,-0.12158203125
268,0.09130859375
269,-0.1953125
270,0.2138671875
271,0.1953125
272,0.2236328125
273,0.107421875
274,0.054931640625
275,0.040771484375
276,-0.0052490234375
277,-0.259765625
278,-0.119140625
279,0.1318359375
280,-0.08056640625
281,0.0179443359375
282,0.1181640625
283,0.080078125
284,-0.1796875
285,0.05908203125
286,0.0712890625
287,0.259765625
288,-0.06005859375
289,0.022705078125
290,-0.0286865234375
291,0.00373840332031
292,0.052734375
293,-0.2001953125
294,0.1982421875
295,0.181640625
296,0.25390625
297,-0.1826171875
298,-0.1826171875
299,0.28125
300,0.2177734375
301,0.061767578125
302,0.1435546875
303,-0.41796875
304,0.06201171875
305,0.0074462890625
306,0.1103515625
307,-0.322265625
308,0.03857421875
309,0.142578125
310,-0.24609375
311,-0.1484375
312,-0.130859375
313,0.3359375
314,-0.08447265625
315,0.055419921875
316,-0.034423828125
317,-0.208984375
318,0.1552734375
319,-0.279296875
320,-0.08984375
321,-0.0238037109375
322,0.2412109375
323,-0.26171875
324,-0.08935546875
325,-0.1162109375
326,0.1796875
327,0.0625
328,0.2890625
329,0.03369140625
330,0.330078125
331,-0.1376953125
332,-0.18359375
333,-0.048828125
334,-0.0947265625
335,0.044189453125
336,0.30078125
337,-0.0556640625
338,0.06298828125
339,0.2490234375
340,-0.11474609375
341,0.2021484375
342,0.181640625
343,0.154296875
344,0.0380859375
345,-0.06005859375
346,0.1845703125
347,0.03564453125
348,-0.15625
349,0.294921875
350,0.09130859375
351,-0.099609375
352,0.00527954101562
353,0.1943359375
354,0.134765625
355,0.049560546875
356,0.051025390625
357,-0.11279296875
358,-0.44140625
359,-0.01416015625
360,-0.375
361,0.15625
362,0.06005859375
363,-0.1328125
