result
-0.124143064
-0.025482103
0.075262405
0.054734822
0.27338505
-0.12210521
-0.07574895
-0.0071416525
0.24206673
-0.0796807
0.092977665
0.13139643
0.022249274
0.09134462
-0.17916222
0.14503698
0.23854008
-0.00686488
-0.1423003
-0.05960425
0.18372658
0.10807397
0.004831323
0.19694285
0.1829946
-0.2278629
-0.12270704
-0.04486899
-0.07884659
0.2183527
0.13515536
-0.1457338
-0.07082078
0.14974762
0.061566606
-6.839406E-4
0.09638816
0.121057205
-0.060416322
0.10307897
-0.067326516
-0.0017054975
0.098112985
-0.06727276
-0.16284424
-0.16828622
-0.124311216
-0.10303175
-0.17032214
0.17495175
0.11096999
0.03238105
-0.038307674
0.01857675
-0.1717454
0.015309649
-0.061051548
-0.1723967
-0.107637234
-0.12736595
-0.042519215
-0.020359933
0.07927639
-0.0034028979
-0.30075318
-0.035430316
0.13764909
0.17142124
0.019284647
-0.036543503
0.046555396
-0.25115252
0.027278576
0.14426637
-0.067438975
-0.07126188
0.09249123
-0.046988975
0.21603166
0.13383618
0.060945112
-0.1453765
0.09525805
0.11207315
0.13042687
-0.22598426
-0.14204851
0.2688892
-0.055481754
-0.059620727
0.15932804
-0.049670402
0.09210123
0.13582493
-0.032667868
-0.09149662
-0.21890998
0.002024606
0.04627784
-0.09486908
0.11047396
0.142696
0.326323
0.07735216
0.12721835
-0.08998719
0.07719597
-0.116336636
0.07775608
-0.18047118
0.11053213
-0.019545125
-0.1287687
0.25326335
0.17222685
-0.094460465
0.02960389
0.08901266
0.2985314
-0.008417975
0.052659556
0.15742378
-0.14521308
0.08145758
0.08601795
-0.05170304
0.035269387
-0.25033996
0.035564188
-0.108049236
0.1865378
0.0029792488
-0.15350689
-0.14728759
-0.078864306
-0.0059473426
-0.12326264
0.010642081
0.02583848
0.1389841
0.27206707
0.0012242249
-0.12766196
0.049602997
0.03232336
0.01632693
-0.26466504
-0.096523926
0.103071675
0.059892662
0.20698369
-0.011276319
-0.14416327
-0.16281185
0.14188321
0.04403623
0.08518866
-0.060593076
-0.18089418
0.003287799
-0.14501444
-0.1632643
0.22998814
