,0_df1,1,2,3,4,0_df2
35,0.06103515625,-0.125935872396,0.0914367675781,0.00992202758789,-0.0360935756138,-0.0244140625
36,-0.0234375,0.13330078125,0.085546875,0.103454589844,0.107840401786,0.2421875
37,0.1884765625,0.156575520833,0.08759765625,0.113464355469,0.11865234375,0.03955078125
38,-0.06982421875,0.0529378255208,-0.1384765625,-0.0666961669922,-0.0523681640625,-0.017578125
39,0.1279296875,0.23486328125,0.016845703125,0.0986022949219,0.0931570870536,0.06787109375
40,-0.07958984375,-0.0449829101562,-0.07958984375,-0.0666122436523,-0.0683157784598,-0.05322265625
41,-0.1279296875,-0.0777791341146,0.05859375,0.00745391845703,0.0188424246652,0.00778198242188
42,0.1572265625,0.118245442708,0.07021484375,0.0882263183594,0.106828962054,-0.11181640625
43,-0.09619140625,-0.0797119140625,-0.0581298828125,-0.0662231445312,-0.06005859375,0.1689453125
44,-0.1953125,-0.120361328125,-0.187731170654,-0.162467479706,-0.159030914307,-0.341796875
45,-0.23046875,-0.124277750651,-0.180114746094,-0.159175872803,-0.181331089565,-0.408203125
46,-0.17578125,-0.161580403646,-0.0943359375,-0.119552612305,-0.118216378348,-0.3125
47,-0.06787109375,-0.118815104167,-0.0884765625,-0.099853515625,-0.121303013393,0.037841796875
48,-0.20703125,-0.0102945963542,-0.280859375,-0.179397583008,-0.151175362723,0.01220703125
49,0.11474609375,0.0965169270833,0.24072265625,0.186645507812,0.168108258929,0.2890625
50,0.28515625,-0.0205891927083,0.185302734375,0.108093261719,0.0816824776786,0.119140625
51,-0.0218505859375,0.108113606771,-0.0115234375,0.0333404541016,0.0372140066964,-0.09130859375
52,-0.031982421875,0.010498046875,-0.0712646484375,-0.0406036376953,-0.0392194475446,-0.052001953125
53,0.1142578125,-0.166768391927,0.14111328125,0.0256576538086,-0.00973946707589,0.150390625
54,0.00239562988281,-0.2568359375,-0.121102905273,-0.172002792358,-0.214222499302,-0.1376953125
55,-0.0127563476562,-0.0750325520833,0.0601440429687,0.00945281982422,0.0518188476562,0.0859375
56,-0.0771484375,-0.1865234375,0.0173828125,-0.05908203125,-0.0471540178571,-0.0109252929688
57,-0.1630859375,-0.186848958333,-0.165234375,-0.17333984375,-0.170758928571,-0.2451171875
58,0.022216796875,-0.160888671875,-0.0841796875,-0.112945556641,-0.125418526786,0.00564575195312
59,-0.1806640625,-0.102864583333,-0.137890625,-0.124755859375,-0.121651785714,0.0654296875
60,-0.03125,-0.088134765625,-0.01005859375,-0.0393371582031,-0.0499790736607,0.06396484375
61,0.16015625,-0.0819905598958,-0.00927734375,-0.0365447998047,-0.0205601283482,-0.271484375
62,0.1162109375,0.092041015625,0.0650634765625,0.0751800537109,0.0785609654018,-0.048583984375
63,0.0634765625,0.0947265625,-0.082568359375,-0.0160827636719,0.00198800223214,0.032958984375
64,-0.32421875,-0.283365885417,-0.29912109375,-0.293212890625,-0.31787109375,-0.259765625
65,-0.1982421875,0.00667317708333,-0.0505126953125,-0.0290679931641,-0.00936453683036,-0.08837890625
66,0.1328125,0.177368164062,0.113659667969,0.137550354004,0.134739467076,-0.1279296875
67,0.16796875,0.264322916667,0.095751953125,0.158966064453,0.198277064732,0.1748046875
68,0.0712890625,0.0297444661458,0.003173828125,0.0131378173828,0.0202811104911,0.056640625
69,0.0078125,0.162274678548,-0.16435546875,-0.0418691635132,-0.0578253609794,-0.07763671875
70,-0.038330078125,-0.0216064453125,0.093505859375,0.0503387451172,0.0693882533482,-0.0233154296875
71,-0.07568359375,-0.2578125,-0.26318359375,-0.261169433594,-0.274483816964,-0.388671875
72,-0.0712890625,0.134114583333,-0.04326171875,0.0232543945312,0.0567103794643,0.10791015625
73,0.019287109375,0.225423177083,0.102783203125,0.148773193359,0.159633091518,0.17578125
74,0.171875,-0.159993489583,-0.042578125,-0.0866088867188,-0.0731724330357,0.027587890625
75,0.0233154296875,-0.0585123697917,-0.0916259765625,-0.0792083740234,-0.0782470703125,0.00759887695312
76,-0.0546875,0.163411458333,0.057958984375,0.0975036621094,0.114362444196,0.30859375
77,0.10791015625,-0.0673014322917,-0.033837890625,-0.04638671875,-0.09375,-0.0240478515625
78,0.283203125,0.233072916667,0.20205078125,0.213684082031,0.200404575893,0.177734375
79,0.212890625,0.2373046875,0.04501953125,0.117126464844,0.146763392857,0.1455078125
80,0.244140625,0.0448557535807,0.05244140625,0.049596786499,0.040289742606,0.00123596191406
81,-0.1875,-0.193440755208,-0.11005859375,-0.141326904297,-0.138776506696,-0.1953125
82,0.1513671875,0.0293579101562,0.13583984375,0.0959091186523,0.0839407784598,0.06787109375
83,0.1162109375,0.0489908854167,0.144970703125,0.108978271484,0.127371651786,0.25
84,-0.034423828125,0.14404296875,0.138037109375,0.140289306641,0.150146484375,0.0625
85,-0.35546875,-0.175130208333,-0.254296875,-0.224609375,-0.196428571429,-0.1083984375
86,-0.125,-0.2431640625,-0.08037109375,-0.141418457031,-0.13720703125,-0.322265625
87,0.2001953125,0.243815104167,0.2828125,0.268188476562,0.294921875,0.158203125
88,-0.171875,-0.1337890625,0.019921875,-0.0377197265625,-0.0630580357143,-0.000732421875
89,-0.1259765625,0.0543416341146,-0.11650390625,-0.0524368286133,-0.0739484514509,-0.16796875
90,0.055419921875,0.001220703125,0.279833984375,0.175354003906,0.162458147321,0.0157470703125
91,-0.06494140625,-0.0103556315104,-0.07666015625,-0.0517959594727,-0.0433611188616,-0.10693359375
92,0.177734375,0.043212890625,0.114685058594,0.0878829956055,0.0841151646205,0.09375
93,0.2421875,0.0387369791667,0.191772460938,0.134384155273,0.118983677455,-0.00193023681641
94,-0.28125,0.0896809895833,-0.093310546875,-0.0246887207031,0.00540597098214,-0.1640625
95,0.0927734375,-0.0703125,-0.1259765625,-0.105102539062,-0.110212053571,-0.11962890625
96,-0.154296875,-0.259114583333,-0.19208984375,-0.217224121094,-0.238909040179,-0.1630859375
97,-0.193359375,0.122884114583,-0.0637176513672,0.00625801086426,0.0350537981306,0.04541015625
98,-0.08740234375,0.0684407552083,0.0468505859375,0.0549468994141,0.0589773995536,-0.255859375
99,-0.0751953125,-0.0704752604167,-0.11591796875,-0.098876953125,-0.0919363839286,-0.1552734375
100,-0.010009765625,0.221354166667,0.040966796875,0.108612060547,0.139753069196,-0.005859375
101,0.07958984375,0.257486979167,0.07060546875,0.140686035156,0.154401506696,0.15625
102,0.1591796875,0.2421875,0.4083984375,0.346069335938,0.3291015625,0.251953125
103,0.035888671875,0.206868489583,0.0005859375,0.0779418945312,0.0730329241071,0.2138671875
104,0.185546875,0.0680338541667,0.1494140625,0.118896484375,0.140904017857,0.10791015625
105,0.12255859375,-0.227213541667,-0.01435546875,-0.0941772460938,-0.12646484375,-0.2265625
106,0.13671875,0.137451171875,0.041455078125,0.0774536132812,0.0511300223214,0.1103515625
107,-0.1865234375,-0.169514973958,-0.0680465698242,-0.106097221375,-0.118812561035,-0.0111694335938
108,0.052001953125,0.0272623697917,0.113232421875,0.0809936523438,0.08203125,0.08642578125
109,-0.126953125,-0.224446614583,-0.16572265625,-0.187744140625,-0.170200892857,-0.09912109375
110,0.15234375,0.0793234507243,0.132666015625,0.112662553787,0.0951355525426,-0.036376953125
111,0.11328125,-0.1005859375,0.025439453125,-0.0218200683594,-0.0439104352679,-0.1611328125
112,-0.1171875,-0.136555989583,-0.12412109375,-0.128784179688,-0.13134765625,-0.193359375
113,0.236328125,0.2958984375,0.20634765625,0.239929199219,0.292759486607,0.30078125
114,0.00732421875,0.283854166667,0.115905761719,0.178886413574,0.189862932478,0.09423828125
115,-0.1171875,-0.204264322917,-0.0190185546875,-0.0884857177734,-0.0921979631696,-0.2255859375
116,0.054931640625,0.0325520833333,0.010693359375,0.0188903808594,0.0531180245536,-0.1357421875
117,0.14453125,0.0530598958333,0.10859375,0.0877685546875,0.0799386160714,0.0595703125
118,0.265625,0.278971354167,0.30478515625,0.295104980469,0.321010044643,0.2197265625
119,0.09912109375,-0.0419921875,0.01435546875,-0.00677490234375,-0.0422014508929,0.035888671875
120,-0.0595703125,0.1240234375,0.022021484375,0.0602722167969,0.0561174665179,-0.0250244140625
121,0.2734375,0.187255859375,0.1419921875,0.158966064453,0.113874162946,0.2080078125
122,-0.23046875,-0.0451456705729,-0.21435546875,-0.150901794434,-0.114144461496,-0.140625
123,-0.09814453125,0.212239583333,0.000146484375,0.0796813964844,0.126220703125,0.3046875
124,0.1572265625,0.0455729166667,0.1025390625,0.0811767578125,0.0832868303571,0.02099609375
125,0.035888671875,-0.0950520833333,-0.02607421875,-0.0519409179688,-0.0726841517857,-0.17578125
126,0.0242919921875,0.0401204427083,0.0263793945312,0.0315322875977,0.049080984933,0.166015625
127,-0.40625,-0.144612630208,-0.316128540039,-0.251810073853,-0.210774012974,-0.12158203125
128,-0.0291748046875,-0.0237223307292,0.083056640625,0.0430145263672,0.0403703962054,0.263671875
129,-0.267578125,-0.031982421875,-0.1404296875,-0.0997619628906,-0.0926688058036,-0.06591796875
130,0.41015625,0.151936848958,0.18330078125,0.171539306641,0.166469029018,0.486328125
131,0.2421875,-0.154052734375,0.0982421875,0.00363159179688,-0.0536063058036,0.032470703125
132,-0.05126953125,-0.105997721354,-0.20595703125,-0.168472290039,-0.146222795759,-0.10400390625
133,-0.0238037109375,-0.107014973958,-0.193041992188,-0.160781860352,-0.14998953683,-0.294921875
134,-0.10205078125,-0.0789388020833,-0.080419921875,-0.0798645019531,-0.0688127790179,-0.169921875
135,-0.091796875,0.0623372395833,-0.022998046875,0.00900268554688,-0.0318429129464,0.076171875
136,-0.0390625,-0.145629882812,-0.10771484375,-0.121932983398,-0.15030343192,-0.107421875
137,0.052490234375,0.0791015625,-0.029150390625,0.0114440917969,-0.0125906808036,1.47819519043e-05
138,-0.1376953125,-0.0896809895833,0.1220703125,0.0426635742188,0.0398297991071,0.1318359375
139,-0.00497436523438,0.171305338542,0.126544189453,0.143329620361,0.166386195592,0.029296875
140,0.302734375,0.315755208333,0.2326171875,0.263793945312,0.281947544643,0.40234375
141,0.0673828125,-0.0596516927083,0.0389831542969,0.00199508666992,-0.0141122000558,0.08251953125
142,-0.08447265625,-0.163228352865,-0.103393554688,-0.125831604004,-0.142081124442,-0.09228515625
143,0.1875,0.0958658854167,-0.0112670898437,0.0289077758789,0.0630318777902,0.06689453125
144,0.2470703125,0.0817057291667,-0.036767578125,0.00765991210938,0.0335867745536,0.11767578125
145,-0.05419921875,0.014892578125,0.0209838867188,0.0186996459961,0.0310668945312,-0.0174560546875
146,-0.1005859375,-0.36767578125,-0.2134765625,-0.271301269531,-0.283133370536,-0.0478515625
147,-0.09814453125,-0.2353515625,-0.003662109375,-0.0905456542969,-0.0973074776786,-0.062255859375
148,0.2158203125,0.100301106771,0.09140625,0.0947418212891,0.0934884207589,-0.0888671875
149,0.0458984375,0.155436197917,-0.007568359375,0.0535583496094,0.0716029575893,0.061279296875
150,0.1416015625,0.247395833333,0.1884765625,0.210571289062,0.211635044643,0.0125732421875
151,0.1962890625,-0.127115885417,0.039289855957,-0.0231122970581,-0.0261928013393,0.037353515625
152,-0.2392578125,-0.232096354167,-0.0686218261719,-0.12992477417,-0.146724155971,0.06689453125
153,-0.296875,-0.09033203125,-0.207421875,-0.163513183594,-0.128278459821,-0.2236328125
154,0.2158203125,0.313313802083,0.0156677246094,0.127285003662,0.142137799944,-0.11474609375
155,0.12060546875,0.149088541667,-0.0359008789063,0.0334701538086,0.0394112723214,-0.1826171875
156,-0.022705078125,0.0788981119792,0.090087890625,0.0858917236328,0.116856166295,-0.208984375
157,-0.10888671875,-0.0517578125,-0.0595703125,-0.056640625,-0.0585239955357,-0.056396484375
158,-0.0556640625,-0.156168619792,-0.21591796875,-0.193511962891,-0.184884207589,-0.361328125
159,0.04248046875,-0.0460611979167,0.032373046875,0.00296020507812,-0.00191824776786,-0.0849609375
160,-0.265625,-0.0584309895833,-0.197412109375,-0.145294189453,-0.117501395089,-0.0537109375
161,-0.15625,-0.210611979167,-0.12783203125,-0.158874511719,-0.172781808036,-0.09619140625
162,0.291015625,0.22900390625,0.223681640625,0.225677490234,0.224155970982,0.271484375
163,0.0380859375,-0.288736979167,0.0423583984375,-0.0818023681641,-0.0984758649554,0.040771484375
164,-0.16796875,0.0687662760417,-0.072119140625,-0.019287109375,-0.00871930803571,-0.0732421875
165,-0.042236328125,-0.188618977865,-0.091015625,-0.127616882324,-0.117527553013,-0.1181640625
166,0.45703125,0.0704345703125,0.37734375,0.262252807617,0.267072405134,0.2314453125
167,0.0240478515625,-0.0936279296875,-0.0153930664062,-0.0447311401367,-0.0661882672991,-0.053466796875
168,0.1298828125,0.1337890625,0.183984375,0.165161132812,0.16015625,0.1728515625
169,-0.0118408203125,0.00887044270833,0.0448486328125,0.0313568115234,0.0186070033482,0.008056640625
170,-0.24609375,-0.122721354167,-0.081298828125,-0.0968322753906,-0.095458984375,0.000453948974609
171,-0.2197265625,-0.0359700520833,-0.174658203125,-0.122650146484,-0.105573381696,-0.08349609375
172,-0.15234375,-0.0412190755208,-0.096142578125,-0.0755462646484,-0.0624825613839,-0.3515625
173,-0.134765625,-0.0322265625,-0.11641998291,-0.0848474502563,-0.0768792288644,-0.06396484375
174,-0.00457763671875,-0.029296875,-0.0289916992188,-0.0291061401367,-0.0292532784598,-0.08935546875
175,-0.4296875,-0.160970052083,-0.430078125,-0.329162597656,-0.329868861607,-0.0693359375
176,0.162109375,0.128662109375,0.14296875,0.137603759766,0.124058314732,0.23046875
177,0.024658203125,0.311848958333,-0.0134765625,0.108520507812,0.103794642857,0.07177734375
178,-0.1044921875,-0.197265625,-0.0614501953125,-0.112380981445,-0.129813058036,0.06787109375
179,-0.09033203125,0.0652669270833,-0.200244140625,-0.100677490234,-0.055908203125,0.138671875
180,-0.15625,-0.326822916667,-0.20625,-0.25146484375,-0.265345982143,-0.201171875
181,0.09130859375,0.126139322917,0.11826171875,0.121215820312,0.106305803571,-0.14453125
182,0.00656127929688,-0.106038411458,-0.125152587891,-0.117984771729,-0.0935450962612,-0.318359375
183,-0.23046875,-0.0669403076172,-0.3279296875,-0.230058670044,-0.218002319336,-0.18359375
184,0.07080078125,0.07080078125,0.127725219727,0.106378555298,0.0808388846261,0.1787109375
185,0.189453125,0.105143229167,0.12998046875,0.120666503906,0.121442522321,0.029296875
186,0.2119140625,-0.045654296875,-0.002734375,-0.0188293457031,-0.0113351004464,-0.1376953125
187,0.1123046875,-0.01708984375,-0.0188232421875,-0.0181732177734,-0.0490897042411,-0.212890625
188,0.1259765625,-0.0771891276042,0.0658203125,0.0121917724609,-0.00699288504464,0.0252685546875
189,0.14453125,-0.100260416667,0.094921875,0.021728515625,0.00920758928571,-0.3125
190,0.10107421875,-0.000325520833333,0.105236816406,0.0656509399414,0.0494995117188,-0.06982421875
191,0.10498046875,0.111165364583,0.12333984375,0.118774414062,0.124441964286,-0.04052734375
192,0.06689453125,0.0971272786458,-0.1490234375,-0.0567169189453,-0.0545654296875,0.244140625
193,0.0264892578125,0.244791666667,-0.0322998046875,0.0716094970703,0.134015764509,0.146484375
194,0.07373046875,-0.100758870443,0.02822265625,-0.0201454162598,-0.00621250697545,-0.0111694335938
195,-0.1435546875,0.0506184895833,-0.00380859375,0.0166015625,0.0542689732143,-0.058349609375
196,0.2353515625,0.3056640625,0.16904296875,0.220275878906,0.21240234375,0.169921875
197,0.1552734375,-0.0842793782552,0.001513671875,-0.0306587219238,-0.0609872000558,0.10595703125
198,0.1474609375,-0.062993367513,0.115405273437,0.0485057830811,0.0536390032087,-0.1474609375
199,-0.06005859375,0.144368489583,0.14365234375,0.143920898438,0.13671875,0.1572265625
200,0.091796875,0.00423177083333,-0.0458984375,-0.027099609375,-0.0221819196429,0.158203125
201,-0.1669921875,-0.118693033854,-0.02412109375,-0.0595855712891,-0.0638078962054,-0.00300598144531
202,0.11767578125,-0.0361938476562,0.0816650390625,0.037467956543,0.0360892159598,-0.1640625
203,-0.08642578125,-0.0397135416667,-0.04482421875,-0.0429077148438,-0.0429338727679,-0.2490234375
204,-0.07373046875,-0.0667317708333,0.0482421875,0.005126953125,-0.0223214285714,0.1240234375
205,0.1044921875,0.0691731770833,-0.0775390625,-0.0225219726562,0.00313895089286,0.034912109375
206,0.0277099609375,-0.100179036458,-0.166430664063,-0.141586303711,-0.14102608817,-0.05029296875
207,-0.1240234375,-0.0808919270833,-0.132330322266,-0.113040924072,-0.129673549107,-0.0673828125
208,-0.11083984375,0.0164388020833,-0.119848632812,-0.0687408447266,-0.0671909877232,-0.07666015625
209,-0.052978515625,-0.102376302083,-0.040380859375,-0.0636291503906,-0.0442592075893,0.2333984375
210,-0.11572265625,-0.0260416666667,-0.079833984375,-0.0596618652344,-0.0742885044643,0.0101318359375
211,0.15625,0.388020833333,0.0514862060547,0.177686691284,0.191561017718,0.1845703125
212,0.1875,0.159505208333,0.1708984375,0.166625976562,0.172642299107,0.2158203125
213,0.10009765625,0.137532552083,-0.026123046875,0.0352478027344,0.0247279575893,0.01513671875
214,-0.03515625,-0.106709798177,-0.141284179688,-0.128318786621,-0.109540666853,-0.2265625
215,0.15234375,0.0118001302083,0.2125,0.137237548828,0.106898716518,0.2197265625
216,-0.34375,-0.0252278645833,-0.298828125,-0.196228027344,-0.191615513393,-0.1416015625
217,-0.07568359375,-0.141764322917,-0.20400390625,-0.1806640625,-0.161551339286,-0.087890625
218,-0.10205078125,-0.0102742513021,0.010302734375,0.00258636474609,0.0259748186384,-0.018310546875
219,0.0289306640625,-0.0120442708333,-0.124237060547,-0.0821647644043,-0.0678144182478,-0.0120849609375
220,0.04345703125,0.109212239583,-0.00117797851563,0.0402183532715,0.0338265555246,-0.026611328125
221,0.10693359375,-0.11083984375,0.33232421875,0.166137695312,0.148856026786,0.11376953125
222,0.10400390625,-0.077392578125,-0.0392578125,-0.0535583496094,-0.0556640625,-0.0286865234375
223,0.294921875,0.164876302083,0.152661132812,0.157241821289,0.177315848214,0.31640625
224,-0.0242919921875,0.2021484375,0.0642578125,0.115966796875,0.130528041295,0.0247802734375
225,-0.2138671875,-0.309895833333,-0.18056640625,-0.229064941406,-0.231236049107,-0.1064453125
226,0.123046875,0.0377604166667,0.197705078125,0.137725830078,0.150669642857,-0.08544921875
227,0.271484375,0.00276692708333,0.111962890625,0.0710144042969,0.0781947544643,-0.07763671875
228,0.02392578125,-0.0575358072917,-0.10703125,-0.0884704589844,-0.0872279575893,-0.0131225585938
229,0.296875,0.160319010417,0.3173828125,0.258483886719,0.235979352679,0.16015625
230,-0.0966796875,0.0121256510417,-0.129663085938,-0.0764923095703,-0.0720040457589,-0.04150390625
231,0.140625,-0.00911458333333,0.042724609375,0.0232849121094,0.0225655691964,0.0131225585938
232,-0.20703125,-0.0430501302083,-0.1806640625,-0.129058837891,-0.125592912946,-0.1640625
233,-0.2158203125,0.0674235026042,-0.3705078125,-0.206283569336,-0.137538364955,0.03369140625
234,0.1416015625,-0.0262044270833,-0.01083984375,-0.0166015625,-0.00460379464286,0.263671875
235,0.1171875,-0.00948079427083,0.0987426757812,0.0581588745117,0.0639910016741,-0.10498046875
236,-0.06298828125,0.00388590494792,-0.0620377540588,-0.0373163819313,-0.00804907935006,-0.25
237,-0.060546875,-0.191731770833,-0.0134765625,-0.080322265625,-0.112723214286,-0.00811767578125
238,0.1982421875,0.243245442708,0.2408203125,0.241729736328,0.222133091518,0.3125
239,0.014892578125,0.144897460938,0.209619140625,0.185348510742,0.173043387277,-0.0908203125
240,-0.103515625,-0.236979166667,-0.0900634765625,-0.145156860352,-0.180960518973,-0.34375
241,-0.4609375,-0.306966145833,-0.4546875,-0.399291992188,-0.3916015625,-0.208984375
242,-0.02099609375,-0.0647786458333,-0.00579528808594,-0.0279140472412,-0.0610591343471,0.02001953125
243,-0.259765625,-0.0777180989583,-0.32734375,-0.233734130859,-0.214390345982,-0.06591796875
244,-0.1494140625,-0.164388020833,-0.190185546875,-0.180511474609,-0.174769810268,-0.1337890625
245,0.1279296875,-0.0140380859375,0.220703125,0.132675170898,0.120099748884,0.302734375
246,-0.10107421875,-0.137776692708,-0.12919921875,-0.132415771484,-0.149867466518,-0.011962890625
247,0.1435546875,0.067626953125,0.122265625,0.101776123047,0.106759207589,-0.10546875
248,0.203125,0.0892740885417,0.19970703125,0.158294677734,0.139334542411,0.2890625
249,0.042236328125,-0.175944010417,-0.0263061523438,-0.0824203491211,-0.11372593471,-0.126953125
250,-0.0142211914062,0.0710652669271,0.0535400390625,0.0601119995117,0.0669991629464,0.10302734375
251,-0.0147705078125,0.101236979167,-0.101000976562,-0.0251617431641,0.00221470424107,0.171875
252,-0.1796875,-0.111653645833,-0.084912109375,-0.0949401855469,-0.105085100446,-0.1865234375
253,-0.0947265625,-0.0309041341146,-0.115234375,-0.083610534668,-0.0690482003348,0.111328125
254,0.3671875,0.0995076497396,0.18662109375,0.153953552246,0.150695800781,0.197265625
255,-0.310546875,-0.0562337239583,-0.3587890625,-0.245330810547,-0.246477399554,-0.07421875
256,-0.08642578125,0.0938313802083,0.0083251953125,0.0403900146484,0.0481654575893,-0.038818359375
257,0.28125,0.147705078125,0.16552734375,0.158843994141,0.169817243304,0.1923828125
258,0.052978515625,0.292317708333,0.103747558594,0.174461364746,0.199916294643,0.20703125
259,0.130859375,0.200520833333,-0.0219451904297,0.0614795684814,0.0913282121931,-0.1103515625
260,-0.047119140625,-0.2216796875,-0.111083984375,-0.152557373047,-0.162702287946,-0.2451171875
261,-0.09521484375,0.0106608072917,-0.0697906494141,-0.0396213531494,-0.0447823660714,-0.2294921875
262,-0.1494140625,0.046875,-0.1646484375,-0.0853271484375,-0.0587332589286,-0.314453125
263,0.255859375,0.0540752410889,0.104443359375,0.0855553150177,0.0755955832345,0.34765625
264,-0.01171875,0.1748046875,-0.0276245117188,0.0482864379883,0.0606602260045,-0.2119140625
265,0.142578125,0.0406901041667,0.2455078125,0.168701171875,0.129185267857,0.12353515625
266,0.166015625,-0.0922037760417,0.17109375,0.0723571777344,0.0535365513393,-0.06884765625
267,-0.0947265625,-0.145182291667,-0.119213867188,-0.128952026367,-0.143973214286,-0.12158203125
268,0.018310546875,0.121907552083,-0.0796875,-0.00408935546875,-0.010986328125,0.09130859375
269,0.1220703125,-0.134602864583,-0.061279296875,-0.0887756347656,-0.0983537946429,-0.1953125
270,0.28515625,0.06201171875,0.242077636719,0.17455291748,0.153730119978,0.2138671875
271,0.255859375,0.0930989583333,0.22060546875,0.172790527344,0.188755580357,0.1953125
272,0.19140625,0.0869140625,0.1810546875,0.145751953125,0.160574776786,0.2236328125
273,-0.119140625,-0.178059895833,0.024560546875,-0.0514221191406,-0.0434919084821,0.107421875
274,-0.10986328125,0.0439453125,0.022509765625,0.0305480957031,0.0137067522321,0.054931640625
275,-0.051025390625,-0.189127604167,0.101708984375,-0.00735473632812,-0.0561174665179,0.040771484375
276,-0.00946044921875,-0.364583333333,-0.251306152344,-0.293785095215,-0.307155064174,-0.0052490234375
277,-0.1845703125,-0.0621744791667,-0.02548828125,-0.0392456054688,-0.0709402901786,-0.259765625
278,0.1298828125,0.0087890625,0.036474609375,0.0260925292969,0.0269775390625,-0.119140625
279,0.091796875,0.0113932291667,0.0702880859375,0.0482025146484,0.0345807756696,0.1318359375
280,0.00811767578125,0.15625,0.0910766601563,0.115516662598,0.104117257254,-0.08056640625
281,0.2265625,0.127115885417,0.0224609375,0.0617065429688,0.062744140625,0.0179443359375
282,-0.00276184082031,0.0128580729167,0.0709564208984,0.0491695404053,0.0633087158203,0.1181640625
283,0.1572265625,0.0941162109375,0.19912109375,0.159744262695,0.161499023438,0.080078125
284,-0.0986328125,-0.181640625,-0.110897827148,-0.137426376343,-0.176310947963,-0.1796875
285,-0.03564453125,0.0297444661458,0.0058650970459,0.0148198604584,-0.00426837376186,0.05908203125
286,0.25,-0.116536458333,0.2171875,0.092041015625,0.0675223214286,0.0712890625
287,0.279296875,0.163289388021,0.234375,0.207717895508,0.221348353795,0.259765625
288,-0.1962890625,-0.0380859375,-0.0685546875,-0.05712890625,-0.0424107142857,-0.06005859375
289,0.166015625,-0.107096354167,0.0984375,0.0213623046875,-0.0124162946429,0.022705078125
290,-0.025146484375,0.145833333333,0.0115234375,0.0618896484375,0.0878208705357,-0.0286865234375
291,-0.03125,0.0486653645833,-0.021484375,0.00482177734375,-0.00181361607143,0.00373840332031
292,0.051025390625,0.0166219075521,0.050244140625,0.0376358032227,0.0103672572545,0.052734375
